Query_ID,Query_Timestamp,Day_of_Week,Hour_of_Day,Pickup_Hub,Drop_Hub,Base_Distance_KM,Est_Ride_Duration_Min,Traffic_Condition,Weather_Condition,User_Device_OS,Device_Model_Tier,Battery_Level_Pct,App_Open_Count_Last_1hr,User_Account_Tenure_Months,Historical_Acceptance_Rate,Legal_Meter_Fare_INR,Surge_Multiplier_Applied,App_Quoted_Fare_INR,Competitor_Price_Diff_INR,Final_Ride_Status
bb4f331b,11-04-2026 06:53,5,6,Bellandur,Hebbal,13.2,44,Light,Clear,Android,Budget,21,1,40,0.71,198,0.94,185,-2,User_Abandoned_App
a604c218,30-04-2026 06:55,3,6,Peenya,Malleshwaram,9.2,28,Free-Flow,Light Rain,iOS,Premium,72,4,44,0.53,138,1.05,145,-13,Ride_Accepted
03a0255e,12-08-2026 00:34,2,0,Bellandur,Malleshwaram,4.9,13,Light,Clear,Android,Budget,61,2,28,0.83,73.5,1,74,-48,Ride_Accepted
0da52379,11-06-2026 15:25,3,15,Hebbal,Indiranagar,14.2,45,Light,Clear,Android,Premium,87,2,12,0.67,213,1.18,252,-1,Ride_Accepted
89579b36,09-06-2026 09:46,1,9,Hebbal,Whitefield,22.4,168,Gridlock,Clear,iOS,Premium,45,6,47,0.9,336,1.69,568,13,Ride_Accepted
5390176d,20-08-2026 10:16,3,10,Koramangala,Whitefield,22.9,174,Gridlock,Clear,iOS,Premium,93,2,21,0.51,343.5,1.45,497,5,User_Abandoned_App
1954781e,10-04-2026 05:18,4,5,Malleshwaram,HSR Layout,6.7,21,Free-Flow,Clear,Android,Mid-Range,70,2,11,0.64,100.5,1.01,101,23,Ride_Accepted
b0a9b731,09-03-2026 00:51,0,0,Whitefield,Malleshwaram,7.5,16,Free-Flow,Clear,Android,Mid-Range,54,3,30,0.62,112.5,1,112,22,User_Abandoned_App
1ee40904,05-08-2026 09:03,2,9,Koramangala,Marathahalli,17.6,140,Heavy,Heavy Downpour,iOS,Mid-Range,28,8,31,0.81,264,2.02,534,32,Cancelled_By_Driver
c3192240,01-04-2026 16:42,2,16,HSR Layout,Bellandur,7.5,30,Free-Flow,Heavy Downpour,Android,Mid-Range,25,3,22,0.57,112.5,1.56,175,16,User_Abandoned_App
4745bb47,28-04-2026 01:55,1,1,Electronic City,Bellandur,12.1,36,Light,Clear,Android,Premium,96,3,9,0.69,181.5,1.09,197,5,Ride_Accepted
6fd4548a,17-05-2026 01:21,6,1,Electronic City,Hebbal,2.5,11,Free-Flow,Clear,Android,Mid-Range,77,2,11,0.48,37.5,0.98,37,-2,Cancelled_By_Driver
3804811c,19-05-2026 06:24,1,6,Hebbal,Electronic City,7.5,23,Free-Flow,Light Rain,Android,Mid-Range,32,2,23,0.57,112.5,1.01,113,13,Ride_Accepted
fdae3a62,12-08-2026 19:24,2,19,Peenya,Indiranagar,11.5,94,Heavy,Heavy Downpour,iOS,Premium,72,5,35,0.72,172.5,1.8,310,22,User_Abandoned_App
cefc01c6,13-05-2026 17:02,2,17,Bellandur,HSR Layout,10.2,76,Gridlock,Clear,Android,Budget,15,9,37,0.75,153,1.89,289,13,Ride_Accepted
ff841ab0,02-03-2026 08:56,0,8,Whitefield,Electronic City,18.3,135,Gridlock,Clear,Android,Mid-Range,27,5,5,0.33,274.5,1.51,415,9,User_Abandoned_App
9ca0ac1f,19-06-2026 06:57,4,6,Koramangala,Electronic City,10.8,29,Free-Flow,Clear,Android,Mid-Range,16,4,11,0.57,162,0.98,159,-1,Ride_Accepted
f81aa6ce,24-04-2026 05:11,4,5,Bellandur,Indiranagar,8,37,Moderate,Clear,Android,Budget,50,3,24,0.9,120,1.1,132,33,User_Abandoned_App
9c3bb031,01-06-2026 09:10,0,9,Koramangala,Marathahalli,10.2,76,Gridlock,Clear,Android,Budget,24,9,3,0.74,153,1.3,200,3,User_Abandoned_App
a15fea85,31-07-2026 06:32,4,6,Malleshwaram,Koramangala,15.5,40,Free-Flow,Clear,iOS,Premium,19,2,26,0.36,232.5,1.26,292,29,User_Abandoned_App
bdbc220f,02-05-2026 07:32,5,7,HSR Layout,Whitefield,10.1,35,Free-Flow,Clear,Android,Mid-Range,4,1,7,0.54,151.5,0.95,144,-29,Ride_Accepted
90b2508b,12-05-2026 09:33,1,9,HSR Layout,Koramangala,6.4,49,Gridlock,Clear,iOS,Premium,25,4,34,0.43,96,1.44,138,-24,User_Abandoned_App
6d0b7a7a,17-08-2026 10:06,0,10,Bellandur,Peenya,3.8,22,Heavy,Light Rain,Android,Budget,40,1,17,0.78,57,1.28,73,13,User_Abandoned_App
df5a6a82,08-05-2026 05:27,4,5,Bellandur,Peenya,13.4,43,Light,Clear,Android,Budget,54,2,18,0.32,201,0.9,181,3,Ride_Accepted
5fa73941,14-07-2026 18:00,1,18,Bellandur,Malleshwaram,5.9,44,Gridlock,Clear,Android,Budget,5,4,12,0.34,88.5,1.91,169,30,Ride_Accepted
ab7f8d06,06-06-2026 04:05,5,4,Koramangala,Malleshwaram,10.5,30,Free-Flow,Clear,Android,Mid-Range,84,4,8,0.79,157.5,0.95,150,20,User_Abandoned_App
1f032f5e,13-04-2026 19:32,0,19,Malleshwaram,Bellandur,3.3,17,Moderate,Heavy Downpour,iOS,Premium,88,7,6,0.65,49.5,1.7,84,23,Ride_Accepted
5a681233,21-05-2026 08:51,3,8,Indiranagar,Marathahalli,10,63,Heavy,Clear,Android,Budget,45,5,12,0.64,150,1.3,196,-33,Ride_Accepted
29ac8873,18-08-2026 08:30,1,8,Bellandur,Whitefield,9.5,76,Gridlock,Clear,Android,Mid-Range,85,7,25,0.78,142.5,1.46,207,1,User_Abandoned_App
5a0afd36,19-08-2026 18:56,2,18,Peenya,Marathahalli,7,47,Heavy,Clear,iOS,Premium,45,2,33,0.67,105,1.43,151,-3,Ride_Accepted
7fba583f,08-05-2026 12:33,4,12,Whitefield,Peenya,7.2,23,Free-Flow,Clear,Android,Premium,27,3,4,0.67,108,1.19,128,-20,Ride_Accepted
667a6dd2,19-03-2026 08:53,3,8,Whitefield,Hebbal,16.1,117,Gridlock,Light Rain,iOS,Premium,16,4,29,0.7,241.5,1.5,361,14,Ride_Accepted
6ed82ea4,27-04-2026 12:12,0,12,Koramangala,Peenya,22.4,64,Free-Flow,Light Rain,Android,Mid-Range,48,2,41,0.89,336,1.13,379,-28,Ride_Accepted
fb1e9931,09-03-2026 21:50,0,21,Bellandur,Indiranagar,12.9,36,Light,Clear,Android,Budget,5,6,1,0.74,193.5,1.37,265,37,Ride_Accepted
968d0a61,28-04-2026 18:56,1,18,Hebbal,Peenya,10.2,62,Heavy,Clear,Android,Mid-Range,78,3,29,0.58,153,1.28,197,16,User_Abandoned_App
b187bfbc,24-07-2026 07:34,4,7,Electronic City,Indiranagar,16.8,49,Free-Flow,Clear,Android,Budget,9,2,45,0.74,252,0.98,246,-8,Ride_Accepted
05d79a66,04-06-2026 04:23,3,4,Indiranagar,Bellandur,21,65,Light,Light Rain,iOS,Premium,40,1,18,0.68,315,1.18,373,-35,Ride_Accepted
448f94dc,02-05-2026 17:44,5,17,Peenya,Electronic City,6.9,47,Gridlock,Light Rain,iOS,Mid-Range,45,3,30,0.81,103.5,1.45,150,18,User_Abandoned_App
2582c650,01-05-2026 06:34,4,6,Malleshwaram,Marathahalli,14.3,47,Free-Flow,Clear,Android,Mid-Range,8,1,4,0.57,214.5,1.01,217,-1,Ride_Accepted
a3171241,19-08-2026 14:58,2,14,Hebbal,Peenya,4.1,14,Moderate,Clear,Android,Mid-Range,77,3,26,0.77,61.5,1.15,71,35,Ride_Accepted
a26b750d,13-07-2026 15:51,0,15,HSR Layout,Malleshwaram,11.2,31,Free-Flow,Clear,Android,Premium,59,5,34,0.53,168,1.03,173,5,Ride_Accepted
6be0b960,18-03-2026 08:30,2,8,Hebbal,Bellandur,12.1,88,Gridlock,Light Rain,Android,Budget,33,4,23,0.9,181.5,1.48,269,-11,Ride_Accepted
f1ece52a,24-05-2026 13:39,6,13,Koramangala,Malleshwaram,13.3,39,Free-Flow,Clear,Android,Mid-Range,57,1,17,0.85,199.5,1.02,204,-31,Ride_Accepted
a5ca97ed,06-04-2026 12:43,0,12,Indiranagar,Electronic City,4.8,19,Light,Clear,Android,Budget,97,1,34,0.61,72,0.9,65,13,Ride_Accepted
637f8cca,11-08-2026 16:30,1,16,Marathahalli,Peenya,8.1,27,Free-Flow,Clear,Android,Mid-Range,93,2,45,0.67,121.5,0.99,121,-23,Ride_Accepted
421733c3,01-03-2026 18:20,6,18,Marathahalli,Peenya,26.5,180,Gridlock,Clear,iOS,Premium,65,4,33,0.79,397.5,1.64,652,-7,Ride_Accepted
2.64E+227,10-06-2026 06:36,2,6,Bellandur,Malleshwaram,5.5,20,Free-Flow,Clear,iOS,Premium,16,1,17,0.79,82.5,1.32,109,23,User_Abandoned_App
9.66E+09,14-07-2026 13:44,1,13,Bellandur,Peenya,17.9,55,Free-Flow,Light Rain,Android,Mid-Range,13,1,5,0.54,268.5,1.08,290,38,Ride_Accepted
b820c34d,21-04-2026 13:32,1,13,Koramangala,Malleshwaram,3.2,15,Free-Flow,Clear,iOS,Premium,17,5,44,0.61,48,1.05,50,-32,User_Abandoned_App
b1cf7226,05-07-2026 12:21,6,12,Malleshwaram,Marathahalli,12.7,38,Free-Flow,Light Rain,Android,Budget,9,3,38,0.52,190.5,0.95,181,4,Ride_Accepted
4497f02f,30-04-2026 09:42,3,9,Bellandur,Indiranagar,18,106,Heavy,Clear,Android,Mid-Range,64,2,16,0.9,270,1.32,357,-32,Ride_Accepted
18ea75ed,04-07-2026 21:35,5,21,Electronic City,Indiranagar,5.8,46,Moderate,Thunderstorm,Android,Mid-Range,53,3,26,0.88,87,1.96,170,-8,Ride_Accepted
9a7ffa97,19-04-2026 17:51,6,17,Indiranagar,Hebbal,12.3,75,Heavy,Clear,iOS,Premium,48,1,25,0.52,184.5,1.27,234,-12,User_Abandoned_App
63abaac9,17-07-2026 17:24,4,17,Koramangala,Marathahalli,12.4,75,Heavy,Clear,Android,Budget,35,3,18,0.34,186,1.21,226,12,User_Abandoned_App
d1e4a034,23-08-2026 17:32,6,17,Whitefield,Marathahalli,10.6,70,Heavy,Clear,Android,Budget,48,2,20,0.86,159,1.18,188,4,Ride_Accepted
aec9bb19,24-04-2026 05:24,4,5,HSR Layout,Indiranagar,13.6,85,Free-Flow,Thunderstorm,Android,Mid-Range,83,2,12,0.66,204,1.61,329,3,Ride_Accepted
408a6fca,12-03-2026 06:17,3,6,Koramangala,Whitefield,18.1,54,Free-Flow,Clear,Android,Budget,10,7,9,0.68,271.5,1.23,335,25,Ride_Accepted
28252dfb,13-06-2026 07:32,5,7,Koramangala,Bellandur,7.2,24,Free-Flow,Clear,Android,Mid-Range,60,2,21,0.78,108,1.08,117,32,User_Abandoned_App
19a2e698,04-07-2026 09:50,5,9,Marathahalli,Koramangala,10,45,Moderate,Clear,iOS,Mid-Range,60,5,24,0.64,150,0.98,146,-5,User_Abandoned_App
8faf62ec,12-08-2026 09:44,2,9,Peenya,Marathahalli,5.3,36,Heavy,Clear,iOS,Mid-Range,65,3,33,0.88,79.5,1.31,104,7,Ride_Accepted
60fdacab,22-08-2026 08:09,5,8,Malleshwaram,Peenya,15.7,146,Gridlock,Heavy Downpour,iOS,Premium,63,5,31,0.87,235.5,2.24,527,-17,Ride_Accepted
aa6aaa9a,06-04-2026 11:23,0,11,Peenya,Bellandur,10.4,50,Moderate,Clear,Android,Mid-Range,1,3,15,0.53,156,0.96,150,-9,Ride_Accepted
71fdf382,23-03-2026 17:23,0,17,Electronic City,HSR Layout,8,47,Heavy,Clear,Android,Mid-Range,81,3,37,0.82,120,1.37,164,7,Ride_Accepted
208dbe31,14-03-2026 08:49,5,8,Whitefield,Malleshwaram,13.1,125,Heavy,Thunderstorm,Android,Premium,74,5,20,0.9,196.5,2.34,459,-4,Cancelled_By_Driver
8df44ae3,22-03-2026 07:08,6,7,Marathahalli,Electronic City,4.8,25,Free-Flow,Heavy Downpour,iOS,Mid-Range,56,6,12,0.76,72,1.43,103,-5,User_Abandoned_App
e9296fb6,06-05-2026 19:15,2,19,Whitefield,Hebbal,12,94,Gridlock,Light Rain,Android,Budget,1,9,26,0.76,180,1.89,340,-48,Ride_Accepted
aff8321e,06-08-2026 06:12,3,6,Electronic City,Peenya,8.3,21,Free-Flow,Light Rain,Android,Mid-Range,93,7,36,0.9,124.5,1.11,139,1,User_Abandoned_App
e4a7d547,22-06-2026 19:34,0,19,Peenya,HSR Layout,3.5,26,Gridlock,Clear,Android,Budget,58,4,43,0.9,52.5,1.44,76,-13,User_Abandoned_App
55b6a33d,03-04-2026 16:59,4,16,Koramangala,Whitefield,10.3,53,Light,Heavy Downpour,iOS,Mid-Range,45,5,7,0.84,154.5,1.58,245,7,Ride_Accepted
9d7d200e,16-08-2026 15:51,6,15,Bellandur,Peenya,8.5,26,Free-Flow,Clear,Android,Mid-Range,56,1,42,0.9,127.5,1.04,133,-5,Ride_Accepted
8e842a4b,26-03-2026 17:33,3,17,Bellandur,Peenya,11.9,89,Gridlock,Light Rain,Android,Budget,30,7,8,0.44,178.5,1.42,254,34,User_Abandoned_App
0ad467bb,22-07-2026 05:15,2,5,Hebbal,Marathahalli,14.4,44,Light,Clear,Android,Mid-Range,19,2,38,0.9,216,1.11,239,20,Ride_Accepted
50024174,17-04-2026 06:45,4,6,HSR Layout,Marathahalli,13.4,38,Free-Flow,Clear,iOS,Premium,25,1,27,0.5,201,1.19,239,5,Ride_Accepted
30de83b0,30-03-2026 05:13,0,5,Malleshwaram,Peenya,17.6,49,Free-Flow,Clear,iOS,Premium,30,3,31,0.9,264,1.15,302,-11,User_Abandoned_App
a6ade0d9,07-03-2026 16:49,5,16,Electronic City,Whitefield,9.8,45,Moderate,Clear,Android,Budget,13,4,6,0.6,147,1.27,186,7,Ride_Accepted
c73d8ed2,21-03-2026 05:32,5,5,HSR Layout,Indiranagar,8.3,23,Free-Flow,Clear,iOS,Mid-Range,5,1,7,0.46,124.5,1.01,125,17,Ride_Accepted
5e7591c3,02-06-2026 00:09,1,0,Malleshwaram,Electronic City,9,49,Free-Flow,Heavy Downpour,Android,Budget,50,2,3,0.56,135,1.45,195,-16,Cancelled_By_Driver
0ed94102,10-03-2026 06:19,1,6,HSR Layout,Bellandur,20.7,60,Free-Flow,Clear,Android,Mid-Range,16,1,33,0.9,310.5,1.03,320,-25,Ride_Accepted
9f026e6b,14-04-2026 06:42,1,6,Peenya,Malleshwaram,5.7,20,Free-Flow,Light Rain,Android,Mid-Range,71,2,36,0.44,85.5,1.05,90,7,User_Abandoned_App
f5d15cb4,22-08-2026 04:37,5,4,Malleshwaram,Malleshwaram,8.5,28,Light,Light Rain,Android,Budget,79,5,32,0.84,127.5,1.07,136,-24,Ride_Accepted
c8629b9a,17-06-2026 09:10,2,9,Peenya,Hebbal,5.8,64,Gridlock,Thunderstorm,Android,Mid-Range,89,7,26,0.42,87,2.41,210,-2,User_Abandoned_App
5713f59e,20-08-2026 18:47,3,18,Koramangala,Electronic City,5.9,36,Heavy,Clear,iOS,Premium,88,2,13,0.7,88.5,1.4,124,-21,User_Abandoned_App
181336b3,08-06-2026 17:17,0,17,Marathahalli,Bellandur,17.5,99,Heavy,Clear,Android,Mid-Range,73,2,47,0.81,262.5,1.43,375,-41,Ride_Accepted
fa5cd7ac,13-03-2026 17:11,4,17,Peenya,Hebbal,7.6,64,Gridlock,Clear,iOS,Premium,50,5,25,0.73,114,1.64,186,29,Ride_Accepted
6187a0bb,21-08-2026 04:00,4,4,Bellandur,Hebbal,10.8,28,Light,Clear,Android,Premium,10,1,29,0.77,162,1.12,182,16,Cancelled_By_Driver
1a045679,19-03-2026 15:04,3,15,HSR Layout,Bellandur,5.9,18,Light,Light Rain,Android,Premium,60,3,20,0.9,88.5,1.24,110,18,Cancelled_By_Driver
4ab6a2af,15-05-2026 09:49,4,9,Hebbal,HSR Layout,5.6,32,Heavy,Clear,iOS,Mid-Range,8,3,41,0.75,84,1.34,113,-26,Cancelled_By_Driver
c263f512,27-05-2026 21:15,2,21,Indiranagar,HSR Layout,14.5,119,Moderate,Thunderstorm,Android,Mid-Range,29,2,38,0.74,217.5,1.74,378,7,Ride_Accepted
a025e4f2,25-06-2026 07:53,3,7,Malleshwaram,HSR Layout,23.2,71,Free-Flow,Clear,iOS,Premium,89,2,39,0.4,348,1.18,412,-16,Ride_Accepted
06f1e15b,25-04-2026 07:54,5,7,Electronic City,Indiranagar,6.9,23,Light,Clear,Android,Premium,13,3,40,0.9,103.5,1.16,121,8,Ride_Accepted
ad002e49,12-08-2026 06:08,2,6,Hebbal,HSR Layout,10.2,28,Free-Flow,Clear,Android,Mid-Range,11,3,40,0.82,153,1.08,166,-11,Cancelled_By_Driver
64da4947,30-03-2026 14:00,0,14,Bellandur,Malleshwaram,9.3,27,Light,Clear,Android,Budget,90,1,29,0.49,139.5,0.9,126,7,User_Abandoned_App
00db8417,18-05-2026 12:01,0,12,Peenya,Malleshwaram,9.3,26,Free-Flow,Light Rain,Android,Budget,4,3,31,0.9,139.5,1.09,152,-10,Ride_Accepted
48eaf4f6,16-04-2026 08:06,3,8,Marathahalli,Whitefield,5.5,29,Heavy,Clear,Android,Premium,96,3,6,0.26,82.5,1.45,120,20,User_Abandoned_App
32bd99fb,28-05-2026 14:21,3,14,Koramangala,Bellandur,4.8,13,Light,Clear,Android,Budget,53,4,23,0.9,72,1,72,-17,Ride_Accepted
613e0bc3,06-07-2026 11:22,0,11,Indiranagar,Marathahalli,11.9,35,Light,Clear,Android,Mid-Range,31,3,14,0.75,178.5,1.18,210,-5,User_Abandoned_App
18f76e5b,24-08-2026 12:55,0,12,Whitefield,Koramangala,7,17,Free-Flow,Clear,iOS,Premium,56,2,20,0.46,105,1.13,119,7,User_Abandoned_App
eb4177d0,31-03-2026 08:27,1,8,Hebbal,Indiranagar,4,24,Heavy,Light Rain,Android,Budget,51,4,11,0.77,60,1.27,76,-2,Ride_Accepted
7fa6dabd,19-06-2026 15:52,4,15,Marathahalli,Malleshwaram,12.5,39,Light,Clear,Android,Mid-Range,62,5,12,0.9,187.5,1.09,204,-17,Ride_Accepted
dbf9869d,15-05-2026 18:27,4,18,Whitefield,Hebbal,7.6,54,Gridlock,Light Rain,Android,Mid-Range,94,5,46,0.69,114,1.38,157,43,Ride_Accepted
4eed7f5c,08-03-2026 06:23,6,6,Indiranagar,Peenya,11.3,52,Moderate,Clear,Android,Premium,74,3,45,0.9,169.5,1.28,217,27,Ride_Accepted
424dce8c,03-08-2026 02:11,0,2,Electronic City,Peenya,7.2,31,Moderate,Clear,iOS,Premium,50,3,18,0.53,108,1.13,122,13,Cancelled_By_Driver
28f404c8,07-04-2026 18:49,1,18,Electronic City,Peenya,11.9,92,Gridlock,Clear,Android,Mid-Range,42,5,42,0.89,178.5,1.52,271,-32,Ride_Accepted
21ffcb59,04-06-2026 17:59,3,17,HSR Layout,Peenya,14,104,Gridlock,Clear,Android,Budget,2,5,10,0.9,210,1.84,386,-17,User_Abandoned_App
c4dc97a1,20-06-2026 08:27,5,8,Indiranagar,Bellandur,16.6,156,Heavy,Thunderstorm,Android,Premium,100,3,35,0.8,249,2.33,580,1,Ride_Accepted
c6c223bd,11-04-2026 18:53,5,18,Indiranagar,Whitefield,25.9,180,Gridlock,Clear,Android,Mid-Range,75,8,34,0.41,388.5,1.43,555,16,Cancelled_By_Driver
8b72cd8a,10-06-2026 16:01,2,16,Whitefield,Koramangala,6.8,36,Moderate,Clear,Android,Mid-Range,91,1,29,0.62,102,0.98,100,-2,Ride_Accepted
ba2acb9d,17-04-2026 17:25,4,17,Marathahalli,Electronic City,9.7,56,Heavy,Clear,iOS,Premium,46,3,37,0.78,145.5,1.54,224,45,Ride_Accepted
33be6430,16-05-2026 19:05,5,19,Malleshwaram,Electronic City,8.8,65,Gridlock,Clear,Android,Mid-Range,52,5,6,0.35,132,1.53,201,-34,Ride_Accepted
9390925,15-05-2026 09:29,4,9,Whitefield,Koramangala,4.4,31,Gridlock,Clear,Android,Mid-Range,75,10,42,0.9,66,1.58,105,36,User_Abandoned_App
e2619c43,09-03-2026 17:36,0,17,Koramangala,Hebbal,12.1,66,Heavy,Clear,Android,Budget,94,2,45,0.9,181.5,1.38,250,2,Ride_Accepted
11aa971d,05-06-2026 16:55,4,16,Electronic City,Koramangala,10.7,33,Free-Flow,Clear,Android,Mid-Range,68,1,43,0.85,160.5,1.06,170,5,User_Abandoned_App
9452f85b,29-04-2026 13:05,2,13,Electronic City,Bellandur,8.2,23,Free-Flow,Clear,Android,Mid-Range,60,5,35,0.9,123,1.14,140,20,Ride_Accepted
349f9a85,10-04-2026 19:54,4,19,HSR Layout,Bellandur,8.3,46,Heavy,Light Rain,Android,Mid-Range,95,5,18,0.9,124.5,1.32,165,-12,Ride_Accepted
b389d4bb,29-07-2026 15:58,2,15,Koramangala,Electronic City,11.7,30,Free-Flow,Clear,Android,Premium,25,5,40,0.9,175.5,1.17,206,-24,User_Abandoned_App
a55e7f56,04-06-2026 14:33,3,14,Electronic City,Bellandur,10.4,45,Moderate,Clear,Android,Mid-Range,74,3,35,0.75,156,1.1,171,-8,User_Abandoned_App
c276d0cd,04-06-2026 14:02,3,14,Whitefield,Electronic City,8.4,26,Free-Flow,Clear,Android,Budget,45,3,24,0.9,126,1.06,133,1,Ride_Accepted
54c288da,07-07-2026 14:37,1,14,Koramangala,Hebbal,17.8,55,Free-Flow,Clear,iOS,Premium,27,1,9,0.66,267,1.12,299,-5,Ride_Accepted
2b880f0a,11-05-2026 18:51,0,18,Whitefield,Malleshwaram,22.8,173,Gridlock,Clear,Android,Mid-Range,81,10,3,0.82,342,1.39,475,19,User_Abandoned_App
0a0c8419,16-08-2026 08:22,6,8,Malleshwaram,Marathahalli,3.4,26,Gridlock,Clear,Android,Mid-Range,86,4,3,0.54,51,1.59,81,10,Cancelled_By_Driver
f549364e,21-04-2026 16:30,1,16,Malleshwaram,Indiranagar,5.9,23,Free-Flow,Clear,Android,Mid-Range,36,2,4,0.36,88.5,0.9,80,8,User_Abandoned_App
7cfa4ff0,15-06-2026 07:47,0,7,Electronic City,Malleshwaram,9.2,44,Moderate,Light Rain,Android,Budget,48,3,33,0.61,138,0.9,124,20,Ride_Accepted
271ca0af,17-04-2026 08:09,4,8,Electronic City,Malleshwaram,5.8,25,Moderate,Clear,iOS,Premium,28,3,21,0.67,87,1.02,89,-4,User_Abandoned_App
45c9e56a,16-03-2026 15:54,0,15,Marathahalli,Whitefield,8.4,59,Light,Thunderstorm,Android,Premium,24,2,19,0.59,126,1.86,235,18,Ride_Accepted
7041cdea,29-03-2026 12:48,6,12,Malleshwaram,Bellandur,21,60,Free-Flow,Clear,iOS,Premium,69,4,20,0.59,315,1.07,336,6,Ride_Accepted
d02cb688,30-03-2026 18:23,0,18,Hebbal,Koramangala,9.9,58,Heavy,Clear,Android,Budget,2,1,12,0.52,148.5,1.11,165,24,User_Abandoned_App
84307afb,10-07-2026 15:06,4,15,Hebbal,Electronic City,12.1,51,Moderate,Clear,iOS,Premium,54,3,12,0.27,181.5,1.05,191,21,User_Abandoned_App
85b1b6ed,24-06-2026 09:39,2,9,HSR Layout,Electronic City,5.6,39,Heavy,Clear,Android,Premium,13,1,16,0.54,84,1.38,116,45,Cancelled_By_Driver
368d28b8,10-05-2026 06:04,6,6,Malleshwaram,Peenya,9.1,40,Moderate,Clear,Android,Budget,26,1,5,0.53,136.5,0.95,130,48,User_Abandoned_App
73167882,24-05-2026 05:14,6,5,Whitefield,Indiranagar,12.3,41,Free-Flow,Clear,Android,Premium,80,5,34,0.9,184.5,1.13,208,4,User_Abandoned_App
88b3b620,04-08-2026 11:50,1,11,Whitefield,Bellandur,4.6,8,Light,Clear,Android,Budget,46,3,21,0.69,69,0.9,62,-11,User_Abandoned_App
9ddfce73,26-05-2026 13:17,1,13,Bellandur,Whitefield,7.2,20,Free-Flow,Light Rain,Android,Mid-Range,41,2,25,0.9,108,1.02,111,14,Ride_Accepted
6644c3e8,04-07-2026 11:22,5,11,Koramangala,Hebbal,3.5,12,Free-Flow,Light Rain,Android,Mid-Range,71,1,8,0.53,52.5,1.02,53,17,Ride_Accepted
7e6c6b1a,16-07-2026 10:56,3,10,Peenya,Whitefield,11.4,73,Heavy,Clear,iOS,Premium,54,1,23,0.56,171,1.3,222,-19,User_Abandoned_App
c1b8a631,22-07-2026 13:18,2,13,Hebbal,Koramangala,5.3,18,Free-Flow,Clear,Android,Mid-Range,2,1,12,0.6,79.5,0.99,79,6,User_Abandoned_App
275319a8,20-05-2026 10:44,2,10,Electronic City,Whitefield,10.5,63,Heavy,Clear,Android,Mid-Range,27,4,36,0.75,157.5,1.23,193,-2,User_Abandoned_App
dfe18ca6,08-05-2026 05:02,4,5,HSR Layout,Peenya,7.5,22,Light,Clear,iOS,Premium,79,4,16,0.64,112.5,1.15,129,20,User_Abandoned_App
4d28d34f,31-07-2026 06:06,4,6,Peenya,Electronic City,14,45,Free-Flow,Clear,iOS,Premium,30,5,9,0.51,210,1.13,238,6,Ride_Accepted
8248668,02-03-2026 06:37,0,6,Indiranagar,Koramangala,19.9,61,Light,Clear,Android,Mid-Range,43,3,26,0.9,298.5,1.2,359,-3,Ride_Accepted
c0c1f3b0,31-07-2026 09:29,4,9,HSR Layout,Marathahalli,26.7,180,Gridlock,Clear,Android,Budget,96,5,5,0.89,400.5,1.48,594,-20,User_Abandoned_App
d77a06e1,25-07-2026 05:46,5,5,Indiranagar,Peenya,15.3,66,Moderate,Clear,Android,Budget,26,3,38,0.9,229.5,1.07,245,10,Ride_Accepted
cf0c702d,10-06-2026 08:28,2,8,Malleshwaram,Hebbal,8.3,64,Heavy,Heavy Downpour,Android,Budget,86,4,1,0.45,124.5,1.71,213,-24,User_Abandoned_App
ca340c3d,02-05-2026 05:13,5,5,Indiranagar,HSR Layout,14.8,75,Free-Flow,Heavy Downpour,Android,Mid-Range,13,5,5,0.43,222,1.87,416,-26,Ride_Accepted
cb048194,20-08-2026 12:05,3,12,Indiranagar,HSR Layout,20.8,58,Light,Clear,iOS,Premium,18,2,38,0.63,312,1.14,355,3,Ride_Accepted
2e7c3700,30-06-2026 19:59,1,19,Marathahalli,Whitefield,15.8,117,Gridlock,Light Rain,iOS,Premium,85,4,3,0.82,237,1.66,394,20,Ride_Accepted
76ac7492,26-03-2026 15:14,3,15,Marathahalli,Peenya,22.1,67,Free-Flow,Clear,Android,Premium,51,2,4,0.5,331.5,1.16,386,-22,Ride_Accepted
96c123c9,30-05-2026 05:59,5,5,Marathahalli,Bellandur,21.9,100,Moderate,Clear,Android,Budget,66,4,44,0.9,328.5,0.99,326,-17,User_Abandoned_App
406f7205,18-07-2026 04:29,5,4,Malleshwaram,HSR Layout,12.6,37,Free-Flow,Light Rain,Android,Mid-Range,85,2,21,0.9,189,1.04,196,1,Ride_Accepted
f1216e71,12-03-2026 17:50,3,17,Peenya,Marathahalli,16.6,159,Gridlock,Heavy Downpour,iOS,Premium,63,6,43,0.52,249,2.12,528,2,Ride_Accepted
b43a6b66,04-07-2026 05:30,5,5,HSR Layout,Marathahalli,18.9,58,Free-Flow,Clear,Android,Premium,68,3,46,0.9,283.5,1.27,359,-47,User_Abandoned_App
66501ac8,16-06-2026 19:12,1,19,HSR Layout,Electronic City,7.5,45,Heavy,Light Rain,iOS,Premium,43,6,35,0.68,112.5,1.41,159,-15,Ride_Accepted
281c2215,30-04-2026 07:10,3,7,Electronic City,HSR Layout,7.6,37,Moderate,Clear,iOS,Premium,90,3,8,0.58,114,1.18,135,16,User_Abandoned_App
