Query_ID,Query_Timestamp,Day_of_Week,Hour_of_Day,Pickup_Hub,Drop_Hub,Base_Distance_KM,Est_Ride_Duration_Min,Traffic_Condition,Weather_Condition,User_Device_OS,Device_Model_Tier,Battery_Level_Pct,App_Open_Count_Last_1hr,User_Account_Tenure_Months,Historical_Acceptance_Rate,Legal_Meter_Fare_INR,Surge_Multiplier_Applied,App_Quoted_Fare_INR,Competitor_Price_Diff_INR,Final_Ride_Status
a90a520d,2026-07-17 01:40:00,4,1,Indiranagar,Peenya,12.5,40,Free_Flow,Clear,iOS,Premium,75,2,2,0.53,187.5,1.16,218.0,-24.0,Cancelled_By_Driver
917ca590,2026-04-17 15:13:00,4,15,Whitefield,Marathahalli,10.1,30,Free_Flow,Light_Rain,Android,Premium,78,2,23,0.9,151.5,1.28,193.0,-28.0,Cancelled_By_Driver
5e44ca0f,2026-08-21 06:34:00,4,6,HSR_Layout,Marathahalli,11.2,35,Light,Clear,Android,Premium,43,2,43,0.82,168.0,1.22,204.0,-3.0,Ride_Accepted
10c31fa6,2026-05-14 17:02:00,3,17,Marathahalli,Whitefield,8.5,38,Moderate,Clear,Android,Budget,75,1,5,0.37,127.5,0.93,119.0,-36.0,Ride_Accepted
5a6be795,2026-07-17 19:52:00,4,19,Koramangala,Malleshwaram,8.0,60,Gridlock,Clear,Android,Mid_Range,83,1,7,0.71,120.0,1.42,171.0,44.0,Ride_Accepted
07b5dd72,2026-06-16 03:30:00,1,3,HSR_Layout,Whitefield,3.1,10,Free_Flow,Clear,Android,Budget,43,2,44,0.84,46.5,1.06,49.0,15.0,Ride_Accepted
505002a4,2026-06-19 18:37:00,4,18,Bellandur,Peenya,13.7,133,Heavy,Thunderstorm,iOS,Premium,86,7,8,0.63,205.5,2.29,470.0,27.0,User_Abandoned_App
58ca1cf2,2026-04-23 15:29:00,3,15,Marathahalli,Electronic_City,3.5,12,Light,Clear,Android,Budget,63,1,42,0.48,52.5,0.97,51.0,0.0,Ride_Accepted
141e2c3a,2026-03-30 12:34:00,0,12,Whitefield,Electronic_City,22.4,62,Free_Flow,Light_Rain,Android,Budget,25,2,28,0.9,336.0,0.98,331.0,11.0,Ride_Accepted
3bca7fe5,2026-07-05 13:53:00,6,13,Marathahalli,Hebbal,8.6,27,Free_Flow,Clear,Android,Mid_Range,41,1,40,0.71,129.0,1.05,135.0,13.0,Ride_Accepted
cb6c4cca,2026-07-01 19:24:00,2,19,Electronic_City,Koramangala,16.7,102,Heavy,Light_Rain,Android,Mid_Range,54,3,33,0.9,250.5,1.34,336.0,-45.0,Ride_Accepted
96b926a2,2026-06-18 07:53:00,3,7,Peenya,HSR_Layout,22.1,74,Light,Light_Rain,iOS,Premium,69,2,37,0.9,331.5,1.29,428.0,-3.0,User_Abandoned_App
7bd08cac,2026-08-11 04:06:00,1,4,Electronic_City,Bellandur,23.5,116,Free_Flow,Heavy_Downpour,iOS,Premium,63,4,6,0.78,352.5,1.7,598.0,-19.0,Cancelled_By_Driver
73ef6c20,2026-05-02 18:35:00,5,18,Bellandur,Bellandur,8.3,54,Heavy,Light_Rain,Android,Budget,38,2,35,0.88,124.50000000000001,1.29,161.0,13.0,Ride_Accepted
1e2acec6,2026-05-12 14:40:00,1,14,Hebbal,Malleshwaram,10.3,28,Free_Flow,Clear,iOS,Premium,18,2,11,0.78,154.5,1.24,192.0,13.0,User_Abandoned_App
1f855e73,2026-06-08 06:35:00,0,6,HSR_Layout,Indiranagar,4.6,18,Free_Flow,Clear,iOS,Premium,31,1,37,0.76,69.0,1.12,77.0,-24.0,Ride_Accepted
3a58421a,2026-03-04 16:33:00,2,16,Electronic_City,Malleshwaram,6.6,17,Free_Flow,Clear,Android,Premium,42,1,5,0.8,99.0,1.33,131.0,4.0,User_Abandoned_App
0246cafd,2026-05-06 18:04:00,2,18,Peenya,Bellandur,19.8,149,Gridlock,Light_Rain,iOS,Mid_Range,45,6,22,0.88,297.0,1.64,486.0,6.0,Ride_Accepted
8316c75a,2026-07-28 01:42:00,1,1,Hebbal,Malleshwaram,13.3,40,Free_Flow,Clear,Android,Premium,52,2,8,0.63,199.5,1.06,212.0,17.0,User_Abandoned_App
243a09d7,2026-04-18 15:15:00,5,15,Electronic_City,Malleshwaram,13.1,38,Free_Flow,Clear,iOS,Premium,81,2,30,0.56,196.5,1.19,235.0,-2.0,Ride_Accepted
762fab08,2026-03-21 09:09:00,5,9,Indiranagar,HSR_Layout,8.5,65,Gridlock,Clear,Android,Mid_Range,2,7,11,0.9,127.5,1.78,227.0,6.0,Ride_Accepted
4d6f67f2,2026-03-12 05:40:00,3,5,Peenya,HSR_Layout,7.4,24,Free_Flow,Clear,iOS,Mid_Range,75,3,37,0.69,111.0,0.99,110.0,28.0,User_Abandoned_App
d017d59c,2026-03-07 09:49:00,5,9,HSR_Layout,Electronic_City,7.0,46,Gridlock,Light_Rain,Android,Mid_Range,83,4,10,0.68,105.0,1.44,151.0,-2.0,User_Abandoned_App
95ded479,2026-03-18 19:47:00,2,19,Koramangala,Malleshwaram,5.5,32,Heavy,Clear,Android,Mid_Range,62,3,6,0.39,82.5,1.28,106.0,21.0,Ride_Accepted
c8dec8c2,2026-05-10 08:06:00,6,8,Malleshwaram,Malleshwaram,8.3,52,Heavy,Clear,Android,Premium,78,3,18,0.81,124.50000000000001,1.44,179.0,5.0,Ride_Accepted
3ede517c,2026-05-24 14:21:00,6,14,Hebbal,Indiranagar,14.2,72,Free_Flow,Heavy_Downpour,Android,Mid_Range,12,5,15,0.87,213.0,2.05,437.0,44.0,Ride_Accepted
3cecce64,2026-06-02 08:12:00,1,8,Indiranagar,Bellandur,12.6,93,Gridlock,Clear,Android,Mid_Range,44,4,36,0.9,189.0,1.43,270.0,-19.0,User_Abandoned_App
1e421775,2026-07-09 09:44:00,3,9,Koramangala,Malleshwaram,5.6,27,Moderate,Light_Rain,Android,Mid_Range,78,2,23,0.67,84.0,0.97,81.0,-3.0,Ride_Accepted
19b71458,2026-06-29 11:05:00,0,11,Whitefield,Hebbal,19.6,61,Free_Flow,Clear,Android,Mid_Range,91,2,41,0.54,294.0,1.02,299.0,-24.0,Ride_Accepted
0f9768eb,2026-06-25 19:50:00,3,19,Peenya,Hebbal,13.7,63,Moderate,Clear,iOS,Premium,19,1,9,0.62,205.5,1.2,247.0,-27.0,Ride_Accepted
f0c8b8f9,2026-05-17 09:50:00,6,9,Indiranagar,Malleshwaram,7.2,42,Heavy,Clear,Android,Premium,5,2,23,0.62,108.0,1.34,145.0,-13.0,Ride_Accepted
ad91dbdf,2026-07-14 10:23:00,1,10,Marathahalli,Peenya,9.5,77,Heavy,Heavy_Downpour,Android,Premium,43,6,3,0.1,142.5,1.7,243.0,-7.0,Ride_Accepted
b8668dc6,2026-06-22 18:01:00,0,18,Whitefield,Indiranagar,4.9,38,Gridlock,Clear,iOS,Premium,25,4,16,0.69,73.5,1.54,113.0,-13.0,Cancelled_By_Driver
00880bff,2026-06-11 11:10:00,3,11,Whitefield,Indiranagar,9.5,46,Free_Flow,Heavy_Downpour,iOS,Mid_Range,68,3,41,0.69,142.5,1.48,210.0,-4.0,Ride_Accepted
88c400d5,2026-06-04 17:03:00,3,17,Hebbal,Indiranagar,5.8,38,Heavy,Clear,Android,Budget,45,3,10,0.6,87.0,1.1,96.0,17.0,Ride_Accepted
500809d0,2026-07-12 02:34:00,6,2,Peenya,Indiranagar,14.4,42,Light,Light_Rain,Android,Mid_Range,72,2,20,0.73,216.0,1.09,236.0,12.0,Ride_Accepted
8186f483,2026-08-11 06:40:00,1,6,Indiranagar,Bellandur,4.0,16,Free_Flow,Clear,Android,Mid_Range,44,2,21,0.9,60.0,1.1,66.0,-14.0,Ride_Accepted
c57abada,2026-06-25 16:59:00,3,16,Bellandur,Indiranagar,5.5,10,Free_Flow,Clear,Android,Premium,100,4,37,0.9,82.5,1.2,99.0,-24.0,User_Abandoned_App
47e63471,2026-07-29 17:05:00,2,17,Indiranagar,Koramangala,9.7,73,Gridlock,Light_Rain,iOS,Premium,89,2,17,0.4,145.5,1.68,244.0,-19.0,Ride_Accepted
1d821792,2026-03-12 17:42:00,3,17,Electronic_City,Hebbal,3.8,34,Moderate,Thunderstorm,Android,Budget,73,2,10,0.45,57.0,1.75,100.0,-10.0,Ride_Accepted
9526e757,2026-05-29 13:30:00,4,13,Whitefield,Bellandur,17.8,48,Light,Clear,iOS,Premium,15,2,44,0.9,267.0,1.15,307.0,-20.0,User_Abandoned_App
cda51f31,2026-07-18 07:25:00,5,7,HSR_Layout,Bellandur,8.0,26,Free_Flow,Clear,iOS,Premium,95,3,30,0.76,120.0,1.23,147.0,23.0,Ride_Accepted
6fb4ea4a,2026-08-05 08:10:00,2,8,Whitefield,Indiranagar,14.1,107,Gridlock,Light_Rain,iOS,Mid_Range,2,5,37,0.83,211.5,2.01,426.0,-16.0,Ride_Accepted
090472aa,2026-05-12 07:55:00,1,7,Whitefield,Marathahalli,4.1,8,Free_Flow,Clear,iOS,Premium,30,3,40,0.9,61.49999999999999,1.24,76.0,-4.0,Ride_Accepted
6e92dc99,2026-07-16 10:30:00,3,10,Malleshwaram,Marathahalli,10.0,78,Gridlock,Clear,iOS,Premium,68,3,4,0.48,150.0,1.49,223.0,8.0,Ride_Accepted
d583af43,2026-06-28 13:17:00,6,13,Marathahalli,Electronic_City,9.2,29,Free_Flow,Light_Rain,iOS,Mid_Range,90,1,47,0.8,138.0,1.11,154.0,10.0,User_Abandoned_App
f0416ffe,2026-07-21 00:44:00,1,0,Bellandur,Malleshwaram,15.7,69,Moderate,Light_Rain,Android,Mid_Range,80,3,3,0.63,235.5,0.99,232.0,2.0,Ride_Accepted
0360e4ad,2026-06-16 08:39:00,1,8,Koramangala,Malleshwaram,16.2,127,Gridlock,Clear,Android,Premium,24,9,42,0.86,243.0,1.66,403.0,2.0,Ride_Accepted
2d803588,2026-03-11 18:21:00,2,18,Koramangala,Koramangala,3.9,22,Heavy,Clear,Android,Budget,14,2,22,0.9,58.5,1.25,73.0,-2.0,Ride_Accepted
9d2c563a,2026-08-17 09:16:00,0,9,Marathahalli,Peenya,7.3,54,Gridlock,Clear,Android,Mid_Range,62,3,42,0.68,109.5,1.32,145.0,12.0,Ride_Accepted
f4b9a19e,2026-05-10 12:45:00,6,12,Whitefield,Electronic_City,14.5,76,Free_Flow,Heavy_Downpour,Android,Mid_Range,65,7,42,0.72,217.5,1.5,325.0,-3.0,Cancelled_By_Driver
8b8bfe62,2026-08-24 10:02:00,0,10,Koramangala,Marathahalli,6.5,53,Gridlock,Clear,Android,Budget,8,4,25,0.9,97.5,1.67,163.0,10.0,Ride_Accepted
8ef3da12,2026-03-20 06:43:00,4,6,Peenya,Indiranagar,5.8,21,Free_Flow,Clear,Android,Mid_Range,78,1,4,0.64,87.0,1.02,89.0,-32.0,User_Abandoned_App
f94fc37d,2026-05-03 06:25:00,6,6,Bellandur,Hebbal,9.9,32,Free_Flow,Clear,Android,Budget,90,5,11,0.75,148.5,0.93,138.0,15.0,Ride_Accepted
9532fa5c,2026-06-28 07:47:00,6,7,Koramangala,Malleshwaram,19.4,56,Light,Clear,Android,Mid_Range,25,1,13,0.78,291.0,1.07,310.0,15.0,Ride_Accepted
eb2463ec,2026-08-22 15:27:00,5,15,Marathahalli,Hebbal,12.0,37,Free_Flow,Clear,Android,Budget,89,3,4,0.33,180.0,0.9,162.0,-40.0,Ride_Accepted
c0ba465a,2026-08-22 18:10:00,5,18,Electronic_City,Marathahalli,11.7,86,Gridlock,Clear,Android,Mid_Range,3,9,23,0.9,175.5,1.94,341.0,10.0,User_Abandoned_App
fc23562f,2026-05-19 08:57:00,1,8,Koramangala,Marathahalli,9.4,45,Moderate,Clear,Android,Budget,67,3,15,0.9,141.0,0.94,133.0,-22.0,User_Abandoned_App
a3094b79,2026-08-01 09:44:00,5,9,Bellandur,Whitefield,11.4,90,Gridlock,Clear,iOS,Premium,43,3,14,0.9,171.0,1.58,269.0,-12.0,Ride_Accepted
eb875305,2026-03-17 09:50:00,1,9,Hebbal,Malleshwaram,8.1,64,Gridlock,Light_Rain,Android,Mid_Range,46,4,33,0.9,121.5,1.62,197.0,-22.0,Ride_Accepted
d70c8da9,2026-07-13 17:50:00,0,17,Hebbal,Peenya,15.0,88,Heavy,Light_Rain,Android,Mid_Range,33,2,37,0.9,225.0,1.44,324.0,20.0,Ride_Accepted
781e309e,2026-03-20 09:52:00,4,9,Peenya,Koramangala,3.2,18,Heavy,Clear,Android,Budget,84,1,10,0.73,48.0,1.18,57.0,34.0,Ride_Accepted
090bfd4f,2026-04-06 12:06:00,0,12,Indiranagar,Peenya,14.1,41,Free_Flow,Clear,iOS,Mid_Range,96,1,31,0.36,211.5,1.01,214.0,-24.0,Ride_Accepted
bcb40015,2026-07-21 16:11:00,1,16,Indiranagar,Koramangala,13.4,38,Free_Flow,Clear,Android,Mid_Range,13,2,43,0.84,201.0,1.11,223.0,-20.0,Ride_Accepted
d42389f9,2026-05-22 18:13:00,4,18,Koramangala,Whitefield,13.2,101,Gridlock,Light_Rain,Android,Premium,93,4,40,0.6,198.0,1.45,288.0,14.0,Ride_Accepted
73438b13,2026-07-18 05:16:00,5,5,HSR_Layout,Peenya,8.9,32,Free_Flow,Clear,iOS,Premium,99,1,8,0.59,133.5,1.08,145.0,34.0,Ride_Accepted
dc34414a,2026-05-13 19:19:00,2,19,Electronic_City,Peenya,21.5,164,Gridlock,Clear,Android,Premium,3,3,41,0.77,322.5,1.59,512.0,4.0,Ride_Accepted
a6921803,2026-06-20 12:00:00,5,12,Marathahalli,Malleshwaram,16.1,43,Free_Flow,Clear,Android,Budget,74,1,43,0.76,241.50000000000003,1.08,261.0,6.0,User_Abandoned_App
410f8279,2026-08-27 06:27:00,3,6,Electronic_City,Bellandur,4.3,13,Light,Clear,Android,Mid_Range,69,4,3,0.77,64.5,1.12,72.0,-37.0,User_Abandoned_App
4069ea48,2026-05-30 12:44:00,5,12,Hebbal,Malleshwaram,12.8,37,Light,Clear,Android,Mid_Range,69,3,23,0.9,192.0,1.13,218.0,-16.0,Cancelled_By_Driver
30ed9773,2026-07-04 10:16:00,5,10,Koramangala,Malleshwaram,11.2,65,Heavy,Clear,Android,Mid_Range,4,1,18,0.6,168.0,1.39,234.0,-1.0,Ride_Accepted
2089ae47,2026-08-16 07:46:00,6,7,Bellandur,Whitefield,8.4,19,Free_Flow,Light_Rain,Android,Mid_Range,82,3,31,0.65,126.0,1.02,128.0,-11.0,Ride_Accepted
041e7a80,2026-05-11 08:38:00,0,8,Marathahalli,Hebbal,5.7,33,Heavy,Clear,iOS,Premium,7,3,24,0.41,85.5,1.46,125.0,38.0,Ride_Accepted
dbffafdc,2026-06-17 09:11:00,2,9,Electronic_City,Marathahalli,8.4,63,Gridlock,Light_Rain,Android,Premium,55,3,20,0.55,126.0,1.61,203.0,7.0,Ride_Accepted
46eacfeb,2026-07-18 10:20:00,5,10,Bellandur,HSR_Layout,11.6,86,Gridlock,Clear,Android,Budget,64,2,37,0.9,174.0,1.42,247.0,14.0,Ride_Accepted
9c68d526,2026-06-20 18:50:00,5,18,Marathahalli,Bellandur,24.5,149,Heavy,Clear,Android,Mid_Range,34,1,6,0.64,367.5,1.16,427.0,0.0,Cancelled_By_Driver
a566f5e5,2026-07-15 10:06:00,2,10,Electronic_City,Indiranagar,21.9,168,Gridlock,Light_Rain,iOS,Mid_Range,48,4,12,0.71,328.5,1.41,464.0,-3.0,Ride_Accepted
88e2de1b,2026-03-29 18:23:00,6,18,Peenya,Hebbal,14.8,148,Heavy,Thunderstorm,iOS,Mid_Range,37,1,12,0.66,222.0,2.19,486.0,-1.0,User_Abandoned_App
18ccc330,2026-08-11 10:39:00,1,10,Hebbal,Koramangala,8.5,49,Heavy,Clear,Android,Budget,91,3,1,0.42,127.5,1.13,144.0,-29.0,Ride_Accepted
26addb91,2026-03-26 08:02:00,3,8,Whitefield,Malleshwaram,11.2,50,Moderate,Clear,iOS,Premium,29,5,41,0.77,168.0,1.25,210.0,4.0,User_Abandoned_App
b287e156,2026-04-02 09:51:00,3,9,Marathahalli,Whitefield,13.6,60,Moderate,Clear,iOS,Premium,8,1,16,0.5,204.0,1.11,226.0,19.0,Ride_Accepted
9cff7ce4,2026-08-12 03:58:00,2,3,Hebbal,Whitefield,8.6,42,Moderate,Clear,Android,Budget,69,3,11,0.7,129.0,0.91,118.0,-1.0,Ride_Accepted
785580b5,2026-05-09 12:46:00,5,12,Malleshwaram,Whitefield,5.4,28,Free_Flow,Heavy_Downpour,iOS,Mid_Range,42,4,35,0.83,81.0,1.51,123.0,-31.0,Ride_Accepted
c5d67e24,2026-05-21 01:13:00,3,1,HSR_Layout,Koramangala,21.3,93,Moderate,Light_Rain,Android,Mid_Range,30,4,14,0.9,319.5,1.06,339.0,23.0,Ride_Accepted
3107eb6a,2026-03-21 17:54:00,5,17,Koramangala,Bellandur,13.0,79,Heavy,Light_Rain,iOS,Premium,30,1,24,0.65,195.0,1.31,255.0,-13.0,Ride_Accepted
b6b70746,2026-03-13 13:50:00,4,13,Malleshwaram,Bellandur,23.1,71,Free_Flow,Clear,Android,Mid_Range,7,3,40,0.81,346.5,1.13,392.0,22.0,Ride_Accepted
4a3e813c,2026-04-03 17:47:00,4,17,Bellandur,Hebbal,2.1,21,Gridlock,Clear,Android,Budget,99,4,13,0.63,31.5,1.26,40.0,42.0,Cancelled_By_Driver
bd0cdc55,2026-07-26 15:50:00,6,15,Marathahalli,Malleshwaram,26.4,75,Free_Flow,Clear,iOS,Premium,23,3,35,0.67,396.0,1.12,442.0,26.0,User_Abandoned_App
ee548492,2026-08-22 10:08:00,5,10,Koramangala,Electronic_City,18.1,104,Heavy,Clear,iOS,Mid_Range,41,3,21,0.8,271.5,1.32,358.0,-10.0,User_Abandoned_App
d8b101a7,2026-04-08 06:44:00,2,6,Koramangala,Peenya,5.1,14,Free_Flow,Clear,iOS,Mid_Range,8,2,30,0.49,76.5,1.02,78.0,-30.0,Ride_Accepted
60db996c,2026-05-01 09:19:00,4,9,Malleshwaram,Electronic_City,7.9,45,Heavy,Clear,Android,Mid_Range,41,1,20,0.62,118.5,1.17,138.0,-16.0,User_Abandoned_App
7fee6199,2026-07-17 18:42:00,4,18,Malleshwaram,Indiranagar,23.4,142,Heavy,Clear,Android,Premium,59,1,7,0.38,351.0,1.37,481.0,26.0,Ride_Accepted
743ad6d9,2026-03-04 02:37:00,2,2,Whitefield,Electronic_City,6.9,18,Light,Clear,Android,Mid_Range,59,1,10,0.84,103.5,1.14,118.0,-15.0,Ride_Accepted
c8e2a404,2026-03-06 18:40:00,4,18,Electronic_City,Whitefield,7.6,59,Gridlock,Clear,Android,Budget,55,4,34,0.82,114.0,1.58,180.0,23.0,User_Abandoned_App
21f5f2f4,2026-05-04 17:57:00,0,17,Marathahalli,Hebbal,12.7,96,Gridlock,Clear,Android,Mid_Range,79,3,2,0.31,190.5,1.41,269.0,18.0,Ride_Accepted
d2697d6a,2026-03-04 08:03:00,2,8,Hebbal,HSR_Layout,3.9,29,Gridlock,Clear,Android,Mid_Range,26,3,1,0.4,58.5,1.46,85.0,17.0,User_Abandoned_App
87ec7bcd,2026-08-05 11:20:00,2,11,Indiranagar,Marathahalli,5.2,11,Light,Light_Rain,Android,Mid_Range,13,2,22,0.76,78.0,1.14,89.0,-30.0,Ride_Accepted
c2975650,2026-06-01 08:06:00,0,8,Marathahalli,Indiranagar,21.6,93,Moderate,Clear,Android,Budget,18,4,16,0.36,324.0,0.91,294.0,-10.0,Ride_Accepted
c0947635,2026-06-14 19:53:00,6,19,Marathahalli,HSR_Layout,16.6,97,Heavy,Clear,Android,Premium,21,2,39,0.78,249.00000000000003,1.6,398.0,-3.0,User_Abandoned_App
84c9b21a,2026-07-04 08:11:00,5,8,Marathahalli,Malleshwaram,7.5,43,Heavy,Clear,Android,Budget,94,1,29,0.56,112.5,1.23,139.0,-0.0,Ride_Accepted
ad0abba6,2026-07-12 13:11:00,6,13,Koramangala,Electronic_City,9.1,26,Free_Flow,Clear,Android,Budget,90,2,26,0.52,136.5,0.92,126.0,10.0,User_Abandoned_App
e433ef0e,2026-05-17 14:14:00,6,14,Bellandur,Marathahalli,12.0,41,Free_Flow,Clear,Android,Mid_Range,7,3,27,0.84,180.0,1.15,206.0,-3.0,Ride_Accepted
91594555,2026-06-03 18:14:00,2,18,Koramangala,HSR_Layout,5.4,39,Gridlock,Clear,Android,Mid_Range,42,4,33,0.38,81.0,1.29,104.0,15.0,Ride_Accepted
d24d6b06,2026-06-04 18:21:00,3,18,Bellandur,Koramangala,6.8,59,Heavy,Heavy_Downpour,Android,Budget,93,3,15,0.69,102.0,1.71,174.0,-2.0,Ride_Accepted
9d506914,2026-06-22 13:01:00,0,13,Malleshwaram,Indiranagar,3.4,12,Moderate,Clear,iOS,Premium,6,4,37,0.84,51.0,1.53,78.0,-11.0,User_Abandoned_App
24db7705,2026-03-24 21:54:00,1,21,Indiranagar,Peenya,5.5,16,Free_Flow,Clear,Android,Budget,62,5,43,0.8,82.5,0.97,80.0,9.0,Ride_Accepted
da44136b,2026-05-18 17:22:00,0,17,Koramangala,Indiranagar,6.6,49,Gridlock,Clear,Android,Budget,56,5,42,0.89,99.0,1.42,141.0,-21.0,User_Abandoned_App
ed2f7552,2026-07-27 09:55:00,0,9,Bellandur,Marathahalli,15.3,91,Heavy,Clear,Android,Mid_Range,19,3,41,0.76,229.5,1.29,295.0,-19.0,Ride_Accepted
a0542f8c,2026-04-18 05:57:00,5,5,Koramangala,HSR_Layout,30.8,156,Light,Heavy_Downpour,Android,Budget,49,5,6,0.58,462.0,1.46,675.0,-18.0,Ride_Accepted
71f2fbc0,2026-04-24 05:30:00,4,5,HSR_Layout,Marathahalli,13.1,42,Free_Flow,Clear,Android,Budget,17,2,35,0.85,196.5,1.09,215.0,13.0,User_Abandoned_App
e854dfb3,2026-04-16 11:32:00,3,11,Koramangala,Malleshwaram,6.6,21,Free_Flow,Clear,iOS,Premium,23,1,32,0.68,99.0,1.19,118.0,39.0,Ride_Accepted
5f25b6b5,2026-06-17 05:57:00,2,5,Indiranagar,Hebbal,12.9,57,Moderate,Clear,Android,Mid_Range,4,1,31,0.9,193.5,1.08,210.0,-0.0,Ride_Accepted
c2184c88,2026-08-19 07:00:00,2,7,Indiranagar,Marathahalli,6.0,15,Free_Flow,Clear,iOS,Premium,21,2,32,0.57,90.0,1.18,106.0,-20.0,Ride_Accepted
5345108c,2026-05-27 07:53:00,2,7,Bellandur,Marathahalli,17.9,79,Moderate,Clear,iOS,Premium,42,3,35,0.5,268.5,1.15,309.0,7.0,Ride_Accepted
6a1e1f42,2026-04-09 12:02:00,3,12,Bellandur,Whitefield,18.9,59,Free_Flow,Clear,Android,Budget,5,2,31,0.42,283.5,0.95,269.0,28.0,Ride_Accepted
91c01165,2026-07-25 17:45:00,5,17,Malleshwaram,Electronic_City,13.7,81,Heavy,Clear,Android,Mid_Range,9,2,3,0.45,205.5,1.29,265.0,24.0,Ride_Accepted
32b0c4c3,2026-03-22 06:45:00,6,6,Indiranagar,Peenya,11.8,33,Free_Flow,Clear,Android,Mid_Range,88,3,47,0.88,177.0,1.14,202.0,14.0,User_Abandoned_App
36ad5ecd,2026-03-09 08:46:00,0,8,Indiranagar,Whitefield,6.6,48,Gridlock,Clear,Android,Mid_Range,48,5,43,0.9,99.0,1.58,156.0,-31.0,Ride_Accepted
358edad5,2026-06-22 06:14:00,0,6,Whitefield,Bellandur,16.6,56,Free_Flow,Clear,iOS,Premium,29,1,41,0.55,249.00000000000003,1.08,270.0,-7.0,Ride_Accepted
cd00c961,2026-07-10 08:17:00,4,8,Marathahalli,Koramangala,11.1,67,Heavy,Clear,Android,Mid_Range,59,3,8,0.24,166.5,1.31,217.0,32.0,Ride_Accepted
1aea46ce,2026-03-05 17:33:00,3,17,Peenya,Hebbal,11.5,65,Heavy,Clear,iOS,Premium,35,2,10,0.48,172.5,1.47,253.0,-25.0,Ride_Accepted
e385da92,2026-04-10 18:07:00,4,18,Koramangala,Peenya,11.4,66,Heavy,Clear,Android,Mid_Range,93,5,26,0.9,171.0,1.31,225.0,-15.0,Ride_Accepted
3d2c9fbb,2026-07-15 15:36:00,2,15,Electronic_City,Hebbal,16.0,72,Moderate,Light_Rain,Android,Mid_Range,73,3,29,0.82,240.0,1.18,284.0,-46.0,User_Abandoned_App
1e9cb45b,2026-08-04 18:29:00,1,18,Malleshwaram,Hebbal,9.4,62,Heavy,Clear,iOS,Premium,7,2,2,0.49,141.0,1.45,204.0,-32.0,Ride_Accepted
f7aa6e7b,2026-07-06 10:46:00,0,10,Marathahalli,Koramangala,9.6,71,Gridlock,Clear,Android,Mid_Range,71,4,24,0.69,144.0,1.46,211.0,12.0,Ride_Accepted
b74efd3b,2026-04-11 09:33:00,5,9,Peenya,Koramangala,10.8,51,Moderate,Clear,Android,Budget,57,2,39,0.66,162.0,0.92,149.0,28.0,Ride_Accepted
7841865f,2026-05-01 10:01:00,4,10,Whitefield,Hebbal,11.8,50,Moderate,Clear,Android,Mid_Range,70,2,39,0.38,177.0,0.96,169.0,-30.0,Ride_Accepted
9af623c2,2026-04-16 06:44:00,3,6,Electronic_City,Koramangala,6.3,18,Free_Flow,Light_Rain,iOS,Mid_Range,17,1,21,0.89,94.5,1.08,102.0,-13.0,User_Abandoned_App
355bf407,2026-06-24 21:51:00,2,21,Bellandur,Electronic_City,15.1,72,Light,Heavy_Downpour,iOS,Premium,94,5,7,0.74,226.5,1.68,380.0,-8.0,Ride_Accepted
ddb90368,2026-08-21 18:39:00,4,18,Indiranagar,Koramangala,13.7,103,Gridlock,Clear,iOS,Premium,47,4,29,0.38,205.5,1.55,319.0,-47.0,Ride_Accepted
5c9140d5,2026-05-07 07:35:00,3,7,HSR_Layout,Whitefield,8.6,29,Free_Flow,Clear,Android,Budget,68,3,9,0.67,129.0,0.98,127.0,-26.0,User_Abandoned_App
f99dd8a8,2026-03-23 18:06:00,0,18,Malleshwaram,Whitefield,15.8,90,Heavy,Clear,iOS,Premium,49,5,24,0.8,237.0,1.37,324.0,15.0,Ride_Accepted
7e6923e4,2026-08-27 08:35:00,3,8,Hebbal,Marathahalli,10.1,76,Gridlock,Clear,iOS,Premium,68,3,7,0.73,151.5,1.56,237.0,-32.0,Ride_Accepted
7700da71,2026-03-21 09:33:00,5,9,Indiranagar,HSR_Layout,16.3,125,Gridlock,Clear,Android,Budget,13,5,17,0.7,244.5,1.59,390.0,-6.0,Ride_Accepted
690b4e3c,2026-03-28 09:09:00,5,9,HSR_Layout,Indiranagar,16.2,70,Moderate,Clear,Android,Mid_Range,54,4,22,0.55,243.0,0.93,227.0,10.0,User_Abandoned_App
7e968c8e,2026-08-27 16:15:00,3,16,Peenya,Indiranagar,12.2,37,Light,Clear,Android,Mid_Range,24,3,46,0.9,183.0,1.11,203.0,-10.0,Ride_Accepted
ad33a415,2026-04-14 06:57:00,1,6,Bellandur,HSR_Layout,15.8,46,Free_Flow,Clear,iOS,Premium,40,2,6,0.58,237.0,1.09,258.0,19.0,User_Abandoned_App
6a4976f5,2026-04-08 15:58:00,2,15,Electronic_City,Whitefield,4.5,11,Free_Flow,Clear,Android,Mid_Range,27,4,26,0.9,67.5,1.1,74.0,-6.0,Ride_Accepted
7fb18be2,2026-05-28 17:32:00,3,17,Peenya,Hebbal,21.8,160,Gridlock,Clear,iOS,Mid_Range,60,4,6,0.63,327.0,1.51,493.0,-20.0,Ride_Accepted
4778c745,2026-04-30 11:41:00,3,11,Indiranagar,HSR_Layout,13.7,39,Free_Flow,Clear,iOS,Premium,15,3,35,0.9,205.5,1.26,259.0,-2.0,Ride_Accepted
